country,parameter,mode,powertrain,year,unit,value
China,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,67000000
China,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,60000000
China,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,46000000
China,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,42000000
China,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,33000000
China,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,26000000
China,EV stock,Cars,BEV,2024,Vehicles,23000000
China,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,19000000
China,EV stock,Cars,BEV,2023,Vehicles,16000000
China,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,15000000
China,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,12000000
China,EV stock,Cars,BEV,2022,Vehicles,11000000
China,EV stock,Cars,PHEV,2024,Vehicles,11000000
China,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,8800000
India,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,6600000
China,EV stock,Cars,BEV,2021,Vehicles,6200000
China,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,6100000
China,EV stock,Cars,PHEV,2023,Vehicles,5800000
India,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,4700000
USA,EV stock,Cars,BEV,2024,Vehicles,4700000
China,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,3700000
China,EV stock,Cars,BEV,2020,Vehicles,3500000
USA,EV stock,Cars,BEV,2023,Vehicles,3500000
India,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,3200000
China,EV stock,Cars,PHEV,2022,Vehicles,3100000
India,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,2700000
China,EV stock,Cars,BEV,2019,Vehicles,2600000
India,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,2200000
USA,EV stock,Cars,BEV,2022,Vehicles,2100000
India,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,2000000
Germany,EV stock,Cars,BEV,2024,Vehicles,1900000
China,EV stock,2 and 3 wheelers,BEV,2012,Vehicles,1700000
China,EV stock,Cars,BEV,2018,Vehicles,1700000
China,EV stock,Cars,PHEV,2021,Vehicles,1600000
USA,EV stock,Cars,PHEV,2024,Vehicles,1600000
Viet Nam,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,1600000
Germany,EV stock,Cars,BEV,2023,Vehicles,1500000
India,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,1500000
USA,EV stock,Cars,BEV,2021,Vehicles,1500000
United Kingdom,EV stock,Cars,BEV,2024,Vehicles,1400000
USA,EV stock,Cars,PHEV,2023,Vehicles,1300000
Viet Nam,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,1300000
Germany,EV stock,Cars,PHEV,2024,Vehicles,1200000
China,EV stock,Vans,BEV,2024,Vehicles,1100000
France,EV stock,Cars,BEV,2024,Vehicles,1100000
USA,EV stock,Cars,BEV,2020,Vehicles,1100000
Viet Nam,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,1100000
Germany,EV stock,Cars,BEV,2022,Vehicles,1000000
Germany,EV stock,Cars,PHEV,2023,Vehicles,1000000
China,EV stock,Cars,PHEV,2020,Vehicles,990000
France,EV stock,Cars,BEV,2023,Vehicles,980000
United Kingdom,EV stock,Cars,BEV,2023,Vehicles,980000
China,EV stock,Cars,BEV,2017,Vehicles,930000
USA,EV stock,Cars,PHEV,2022,Vehicles,910000
USA,EV stock,Cars,BEV,2019,Vehicles,880000
Germany,EV stock,Cars,PHEV,2022,Vehicles,860000
Viet Nam,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,820000
China,EV stock,Cars,PHEV,2019,Vehicles,770000
India,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,770000
United Kingdom,EV stock,Cars,PHEV,2024,Vehicles,770000
Norway,EV stock,Cars,BEV,2024,Vehicles,750000
USA,EV stock,Cars,PHEV,2021,Vehicles,720000
Norway,EV stock,Cars,BEV,2023,Vehicles,690000
China,EV stock,Vans,BEV,2023,Vehicles,680000
China,EV stock,Buses,BEV,2024,Vehicles,650000
France,EV stock,Cars,PHEV,2024,Vehicles,650000
USA,EV stock,Cars,BEV,2018,Vehicles,640000
USA,EV stock,Cars,PHEV,2020,Vehicles,640000
Germany,EV stock,Cars,PHEV,2021,Vehicles,630000
Canada,EV stock,Cars,BEV,2024,Vehicles,620000
France,EV stock,Cars,BEV,2022,Vehicles,620000
Germany,EV stock,Cars,BEV,2021,Vehicles,620000
China,EV stock,Buses,BEV,2023,Vehicles,600000
United Kingdom,EV stock,Cars,PHEV,2023,Vehicles,600000
France,EV stock,Cars,PHEV,2023,Vehicles,590000
Netherlands,EV stock,Cars,BEV,2024,Vehicles,590000
Norway,EV stock,Cars,BEV,2022,Vehicles,590000
China,EV stock,Buses,BEV,2022,Vehicles,570000
USA,EV stock,Cars,PHEV,2019,Vehicles,570000
Viet Nam,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,570000
United Kingdom,EV stock,Cars,BEV,2022,Vehicles,550000
China,EV stock,Cars,PHEV,2018,Vehicles,540000
Korea,EV stock,Cars,BEV,2024,Vehicles,540000
China,EV stock,Buses,BEV,2021,Vehicles,530000
China,EV stock,Buses,BEV,2020,Vehicles,480000
USA,EV stock,Cars,PHEV,2018,Vehicles,480000
China,EV stock,Vans,BEV,2022,Vehicles,460000
China,EV stock,Cars,BEV,2016,Vehicles,460000
Indonesia,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,460000
Netherlands,EV stock,Cars,BEV,2023,Vehicles,460000
Norway,EV stock,Cars,BEV,2021,Vehicles,450000
France,EV stock,Cars,BEV,2021,Vehicles,440000
China,EV stock,Buses,BEV,2019,Vehicles,430000
France,EV stock,Cars,PHEV,2022,Vehicles,430000
Korea,EV stock,Cars,BEV,2023,Vehicles,420000
USA,EV stock,Cars,BEV,2017,Vehicles,400000
United Kingdom,EV stock,Cars,PHEV,2022,Vehicles,400000
Netherlands,EV stock,Cars,PHEV,2024,Vehicles,390000
Canada,EV stock,Cars,BEV,2023,Vehicles,380000
United Kingdom,EV stock,Cars,BEV,2021,Vehicles,380000
China,EV stock,Buses,BEV,2018,Vehicles,360000
China,EV stock,Trucks,BEV,2024,Vehicles,360000
Sweden,EV stock,Cars,BEV,2024,Vehicles,360000
USA,EV stock,Cars,PHEV,2017,Vehicles,360000
Viet Nam,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,360000
Belgium,EV stock,Cars,PHEV,2024,Vehicles,350000
Indonesia,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,350000
Denmark,EV stock,Cars,BEV,2024,Vehicles,340000
Japan,EV stock,Cars,BEV,2024,Vehicles,340000
Netherlands,EV stock,Cars,BEV,2022,Vehicles,340000
Norway,EV stock,Cars,BEV,2020,Vehicles,340000
China,EV stock,Vans,BEV,2021,Vehicles,330000
United Kingdom,EV stock,Cars,PHEV,2021,Vehicles,330000
Belgium,EV stock,Cars,BEV,2024,Vehicles,320000
Germany,EV stock,Cars,BEV,2020,Vehicles,310000
Sweden,EV stock,Cars,PHEV,2024,Vehicles,310000
France,EV stock,Cars,PHEV,2021,Vehicles,300000
Germany,EV stock,Cars,PHEV,2020,Vehicles,300000
Italy,EV stock,Cars,BEV,2024,Vehicles,300000
Italy,EV stock,Cars,PHEV,2024,Vehicles,300000
Korea,EV stock,Cars,BEV,2022,Vehicles,300000
USA,EV stock,Cars,BEV,2016,Vehicles,300000
China,EV stock,Trucks,BEV,2023,Vehicles,290000
Indonesia,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,290000
Japan,EV stock,Cars,BEV,2023,Vehicles,290000
Sweden,EV stock,Cars,BEV,2023,Vehicles,290000
Belgium,EV stock,Cars,PHEV,2023,Vehicles,280000
Canada,EV stock,Cars,BEV,2022,Vehicles,280000
China,EV stock,Buses,BEV,2017,Vehicles,280000
China,EV stock,Cars,PHEV,2017,Vehicles,280000
France,EV stock,Cars,BEV,2020,Vehicles,280000
Japan,EV stock,Cars,PHEV,2024,Vehicles,280000
China,EV stock,Vans,BEV,2020,Vehicles,270000
Netherlands,EV stock,Cars,PHEV,2023,Vehicles,270000
Sweden,EV stock,Cars,PHEV,2023,Vehicles,270000
USA,EV stock,Cars,PHEV,2016,Vehicles,270000
India,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,260000
Australia,EV stock,Cars,BEV,2024,Vehicles,250000
China,EV stock,Vans,BEV,2019,Vehicles,250000
China,EV stock,Trucks,BEV,2022,Vehicles,250000
India,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,250000
Italy,EV stock,Cars,PHEV,2023,Vehicles,250000
Japan,EV stock,Cars,PHEV,2023,Vehicles,250000
Netherlands,EV stock,Cars,BEV,2021,Vehicles,250000
Turkiye,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,250000
Canada,EV stock,Cars,PHEV,2024,Vehicles,240000
India,EV stock,Cars,BEV,2024,Vehicles,240000
Italy,EV stock,Cars,BEV,2023,Vehicles,240000
Spain,EV stock,Cars,PHEV,2024,Vehicles,240000
Sweden,EV stock,Cars,PHEV,2022,Vehicles,240000
India,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,230000
China,EV stock,Trucks,BEV,2021,Vehicles,220000
Norway,EV stock,Cars,BEV,2019,Vehicles,220000
Switzerland,EV stock,Cars,BEV,2024,Vehicles,220000
United Kingdom,EV stock,Cars,PHEV,2020,Vehicles,220000
China,EV stock,Cars,BEV,2015,Vehicles,210000
China,EV stock,Trucks,BEV,2020,Vehicles,210000
India,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,210000
Japan,EV stock,Cars,BEV,2022,Vehicles,210000
Norway,EV stock,Cars,PHEV,2023,Vehicles,210000
Norway,EV stock,Cars,PHEV,2024,Vehicles,210000
Spain,EV stock,Cars,BEV,2024,Vehicles,210000
USA,EV stock,Cars,BEV,2015,Vehicles,210000
Austria,EV stock,Cars,BEV,2024,Vehicles,200000
China,EV stock,Vans,BEV,2018,Vehicles,200000
Denmark,EV stock,Cars,BEV,2023,Vehicles,200000
Japan,EV stock,Cars,PHEV,2022,Vehicles,200000
Norway,EV stock,Cars,PHEV,2022,Vehicles,200000
Spain,EV stock,Cars,PHEV,2023,Vehicles,200000
Sweden,EV stock,Cars,BEV,2022,Vehicles,200000
Belgium,EV stock,Cars,BEV,2023,Vehicles,190000
Canada,EV stock,Cars,BEV,2021,Vehicles,190000
China,EV stock,Buses,BEV,2016,Vehicles,190000
China,EV stock,Trucks,BEV,2019,Vehicles,190000
Netherlands,EV stock,Cars,PHEV,2022,Vehicles,190000
Korea,EV stock,Cars,BEV,2021,Vehicles,190000
Sweden,EV stock,Cars,PHEV,2021,Vehicles,190000
USA,EV stock,Cars,PHEV,2015,Vehicles,190000
United Kingdom,EV stock,Cars,BEV,2020,Vehicles,190000
Belgium,EV stock,Cars,PHEV,2022,Vehicles,180000
France,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,180000
Italy,EV stock,Cars,PHEV,2022,Vehicles,180000
Japan,EV stock,Cars,PHEV,2021,Vehicles,180000
Netherlands,EV stock,Cars,BEV,2020,Vehicles,180000
Norway,EV stock,Cars,PHEV,2021,Vehicles,180000
Switzerland,EV stock,Cars,BEV,2023,Vehicles,180000
Turkiye,EV stock,Cars,BEV,2024,Vehicles,180000
Viet Nam,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,180000
Canada,EV stock,Cars,PHEV,2023,Vehicles,170000
China,EV stock,Cars,PHEV,2016,Vehicles,170000
China,EV stock,Trucks,BEV,2018,Vehicles,170000
France,EV stock,Cars,BEV,2019,Vehicles,170000
India,EV stock,2 and 3 wheelers,BEV,2012,Vehicles,170000
Indonesia,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,170000
Italy,EV stock,Cars,BEV,2022,Vehicles,170000
Austria,EV stock,Cars,BEV,2023,Vehicles,160000
France,EV stock,Cars,PHEV,2020,Vehicles,160000
Israel,EV stock,Cars,BEV,2024,Vehicles,160000
Japan,EV stock,Cars,BEV,2021,Vehicles,160000
Japan,EV stock,Cars,PHEV,2020,Vehicles,160000
Netherlands,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,160000
Norway,EV stock,Cars,BEV,2018,Vehicles,160000
Spain,EV stock,Cars,BEV,2023,Vehicles,160000
Thailand,EV stock,Cars,BEV,2024,Vehicles,160000
United Kingdom,EV stock,Cars,PHEV,2019,Vehicles,160000
Australia,EV stock,Cars,BEV,2023,Vehicles,150000
Finland,EV stock,Cars,PHEV,2024,Vehicles,150000
France,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,150000
India,EV stock,Cars,BEV,2023,Vehicles,150000
Netherlands,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,150000
Norway,EV stock,Cars,PHEV,2020,Vehicles,150000
Korea,EV stock,Vans,BEV,2024,Vehicles,150000
USA,EV stock,Cars,PHEV,2014,Vehicles,150000
Finland,EV stock,Cars,PHEV,2023,Vehicles,140000
Germany,EV stock,Cars,BEV,2019,Vehicles,140000
Japan,EV stock,Cars,BEV,2020,Vehicles,140000
Japan,EV stock,Cars,PHEV,2019,Vehicles,140000
Netherlands,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,140000
Netherlands,EV stock,Cars,PHEV,2021,Vehicles,140000
USA,EV stock,Cars,BEV,2014,Vehicles,140000
Canada,EV stock,Cars,BEV,2020,Vehicles,130000
Canada,EV stock,Cars,PHEV,2022,Vehicles,130000
China,EV stock,Trucks,BEV,2017,Vehicles,130000
Portugal,EV stock,Cars,BEV,2024,Vehicles,130000
Korea,EV stock,Vans,BEV,2023,Vehicles,130000
Spain,EV stock,Cars,PHEV,2022,Vehicles,130000
Switzerland,EV stock,Cars,BEV,2022,Vehicles,130000
Turkiye,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,130000
United Kingdom,EV stock,Cars,PHEV,2018,Vehicles,130000
Belgium,EV stock,Cars,PHEV,2021,Vehicles,120000
Brazil,EV stock,Cars,PHEV,2024,Vehicles,120000
China,EV stock,Vans,BEV,2017,Vehicles,120000
Denmark,EV stock,Cars,PHEV,2024,Vehicles,120000
France,EV stock,Cars,BEV,2018,Vehicles,120000
Italy,EV stock,Cars,BEV,2021,Vehicles,120000
Japan,EV stock,Cars,BEV,2019,Vehicles,120000
Japan,EV stock,Cars,PHEV,2018,Vehicles,120000
Norway,EV stock,Cars,BEV,2017,Vehicles,120000
Korea,EV stock,Cars,BEV,2020,Vehicles,120000
Sweden,EV stock,Cars,PHEV,2020,Vehicles,120000
Switzerland,EV stock,Cars,PHEV,2024,Vehicles,120000
Austria,EV stock,Cars,BEV,2022,Vehicles,110000
Canada,EV stock,Cars,PHEV,2021,Vehicles,110000
Denmark,EV stock,Cars,BEV,2022,Vehicles,110000
Denmark,EV stock,Cars,PHEV,2023,Vehicles,110000
Finland,EV stock,Cars,BEV,2024,Vehicles,110000
France,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,110000
France,EV stock,Vans,BEV,2024,Vehicles,110000
Italy,EV stock,Cars,PHEV,2021,Vehicles,110000
Japan,EV stock,Cars,BEV,2018,Vehicles,110000
Netherlands,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,110000
Netherlands,EV stock,Cars,BEV,2019,Vehicles,110000
Netherlands,EV stock,Cars,PHEV,2020,Vehicles,110000
Norway,EV stock,Cars,PHEV,2019,Vehicles,110000
Portugal,EV stock,Cars,PHEV,2024,Vehicles,110000
Sweden,EV stock,Cars,BEV,2021,Vehicles,110000
Viet Nam,EV stock,Cars,BEV,2024,Vehicles,110000
Denmark,EV stock,Cars,PHEV,2022,Vehicles,100000
Finland,EV stock,Cars,PHEV,2022,Vehicles,100000
Germany,EV stock,Cars,PHEV,2019,Vehicles,100000
Japan,EV stock,Cars,BEV,2017,Vehicles,100000
Japan,EV stock,Cars,PHEV,2017,Vehicles,100000
Netherlands,EV stock,Cars,PHEV,2016,Vehicles,99000
China,EV stock,Buses,BEV,2015,Vehicles,98000
Netherlands,EV stock,Cars,PHEV,2018,Vehicles,98000
Netherlands,EV stock,Cars,PHEV,2017,Vehicles,97000
Netherlands,EV stock,Cars,PHEV,2019,Vehicles,97000
Germany,EV stock,Vans,BEV,2024,Vehicles,96000
Spain,EV stock,Cars,BEV,2022,Vehicles,96000
Switzerland,EV stock,Cars,PHEV,2023,Vehicles,96000
USA,EV stock,Cars,PHEV,2013,Vehicles,96000
Brazil,EV stock,Cars,BEV,2024,Vehicles,94000
France,EV stock,Cars,BEV,2017,Vehicles,93000
Indonesia,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,93000
Israel,EV stock,Cars,BEV,2023,Vehicles,91000
Portugal,EV stock,Cars,BEV,2023,Vehicles,91000
Thailand,EV stock,Cars,BEV,2023,Vehicles,91000
United Kingdom,EV stock,Cars,BEV,2019,Vehicles,91000
Belgium,EV stock,Cars,BEV,2022,Vehicles,90000
Korea,EV stock,Cars,BEV,2019,Vehicles,89000
United Kingdom,EV stock,Vans,BEV,2024,Vehicles,89000
Japan,EV stock,Cars,BEV,2016,Vehicles,88000
Belgium,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,87000
China,EV stock,Cars,PHEV,2015,Vehicles,87000
Norway,EV stock,Cars,PHEV,2018,Vehicles,87000
Spain,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,87000
United Kingdom,EV stock,Cars,PHEV,2017,Vehicles,87000
Spain,EV stock,Cars,PHEV,2021,Vehicles,86000
Switzerland,EV stock,Cars,BEV,2021,Vehicles,86000
France,EV stock,Cars,PHEV,2019,Vehicles,85000
Germany,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,85000
Finland,EV stock,Cars,BEV,2023,Vehicles,84000
Portugal,EV stock,Cars,PHEV,2023,Vehicles,84000
Germany,EV stock,Vans,BEV,2023,Vehicles,83000
Germany,EV stock,Cars,BEV,2018,Vehicles,83000
Norway,EV stock,Cars,BEV,2016,Vehicles,83000
Canada,EV stock,Cars,PHEV,2020,Vehicles,82000
France,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,82000
Germany,EV stock,Cars,PHEV,2018,Vehicles,82000
Netherlands,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,82000
Spain,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,82000
Viet Nam,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,82000
France,EV stock,Vans,BEV,2023,Vehicles,81000
Korea,EV stock,Vans,BEV,2022,Vehicles,81000
Japan,EV stock,Cars,BEV,2015,Vehicles,79000
Netherlands,EV stock,Cars,PHEV,2015,Vehicles,79000
Denmark,EV stock,Cars,PHEV,2021,Vehicles,78000
Indonesia,EV stock,Cars,BEV,2024,Vehicles,78000
New Zealand,EV stock,Cars,BEV,2024,Vehicles,78000
Austria,EV stock,Cars,BEV,2021,Vehicles,77000
Finland,EV stock,Cars,PHEV,2021,Vehicles,77000
Germany,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,77000
Korea,EV stock,Cars,PHEV,2024,Vehicles,77000
Turkiye,EV stock,Cars,BEV,2023,Vehicles,77000
Canada,EV stock,Cars,BEV,2019,Vehicles,76000
USA,EV stock,Cars,BEV,2013,Vehicles,76000
Austria,EV stock,Cars,PHEV,2024,Vehicles,75000
Japan,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,75000
France,EV stock,Vans,BEV,2022,Vehicles,74000
Belgium,EV stock,Cars,PHEV,2020,Vehicles,73000
Italy,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,73000
India,EV stock,Cars,BEV,2022,Vehicles,72000
Switzerland,EV stock,Cars,PHEV,2022,Vehicles,71000
India,EV stock,2 and 3 wheelers,BEV,2011,Vehicles,70000
Japan,EV stock,Cars,BEV,2014,Vehicles,70000
Belgium,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,69000
France,EV stock,Vans,BEV,2021,Vehicles,69000
Korea,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,69000
Korea,EV stock,Cars,PHEV,2023,Vehicles,69000
Spain,EV stock,Cars,BEV,2021,Vehicles,69000
France,EV stock,Cars,PHEV,2018,Vehicles,68000
Israel,EV stock,Cars,PHEV,2024,Vehicles,68000
Spain,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,68000
United Kingdom,EV stock,Vans,BEV,2023,Vehicles,68000
Australia,EV stock,Cars,BEV,2022,Vehicles,67000
Denmark,EV stock,Cars,BEV,2021,Vehicles,67000
France,EV stock,Cars,BEV,2016,Vehicles,67000
Poland,EV stock,Cars,BEV,2024,Vehicles,67000
Sweden,EV stock,Cars,PHEV,2019,Vehicles,67000
Japan,EV stock,Cars,PHEV,2016,Vehicles,65000
New Zealand,EV stock,Cars,BEV,2023,Vehicles,65000
Thailand,EV stock,Cars,PHEV,2024,Vehicles,65000
China,EV stock,Trucks,BEV,2016,Vehicles,64000
Italy,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,63000
Thailand,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,63000
Korea,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,62000
Netherlands,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,61000
Canada,EV stock,Cars,PHEV,2019,Vehicles,60000
Germany,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,60000
Israel,EV stock,Cars,PHEV,2023,Vehicles,60000
Norway,EV stock,Cars,PHEV,2017,Vehicles,60000
Brazil,EV stock,Cars,PHEV,2023,Vehicles,59000
China,EV stock,Cars,BEV,2014,Vehicles,59000
Norway,EV stock,Cars,BEV,2015,Vehicles,59000
Austria,EV stock,Cars,PHEV,2023,Vehicles,58000
France,EV stock,Vans,BEV,2020,Vehicles,58000
France,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,57000
Portugal,EV stock,Cars,PHEV,2022,Vehicles,57000
Korea,EV stock,Cars,PHEV,2022,Vehicles,57000
Sweden,EV stock,Cars,BEV,2020,Vehicles,56000
Thailand,EV stock,Cars,PHEV,2023,Vehicles,56000
USA,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,56000
USA,EV stock,Vans,BEV,2024,Vehicles,56000
United Kingdom,EV stock,Cars,BEV,2018,Vehicles,56000
Italy,EV stock,Cars,BEV,2020,Vehicles,55000
Japan,EV stock,Cars,PHEV,2015,Vehicles,55000
Korea,EV stock,Cars,BEV,2018,Vehicles,55000
Turkiye,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,55000
United Kingdom,EV stock,Cars,PHEV,2016,Vehicles,55000
Belgium,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,54000
France,EV stock,Cars,PHEV,2017,Vehicles,54000
Germany,EV stock,Cars,BEV,2017,Vehicles,54000
Portugal,EV stock,Cars,BEV,2022,Vehicles,54000
Switzerland,EV stock,Cars,BEV,2020,Vehicles,54000
China,EV stock,Vans,BEV,2016,Vehicles,53000
Germany,EV stock,Vans,BEV,2022,Vehicles,53000
Korea,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,53000
Switzerland,EV stock,Cars,PHEV,2021,Vehicles,53000
Australia,EV stock,Cars,PHEV,2024,Vehicles,52000
Belgium,EV stock,Cars,BEV,2021,Vehicles,52000
Indonesia,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,52000
Poland,EV stock,Cars,BEV,2023,Vehicles,52000
Poland,EV stock,Cars,PHEV,2024,Vehicles,52000
Germany,EV stock,Cars,PHEV,2017,Vehicles,50000
France,EV stock,Vans,BEV,2019,Vehicles,49000
Netherlands,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,49000
Sweden,EV stock,Cars,PHEV,2018,Vehicles,49000
USA,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,49000
Japan,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,48000
Spain,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,48000
Poland,EV stock,Cars,PHEV,2023,Vehicles,47000
USA,EV stock,Cars,PHEV,2012,Vehicles,47000
Finland,EV stock,Cars,PHEV,2020,Vehicles,46000
New Zealand,EV stock,Cars,BEV,2022,Vehicles,46000
Austria,EV stock,Cars,BEV,2020,Vehicles,45000
Canada,EV stock,Cars,BEV,2018,Vehicles,45000
Finland,EV stock,Cars,BEV,2022,Vehicles,45000
France,EV stock,Cars,BEV,2015,Vehicles,45000
Mexico,EV stock,Cars,BEV,2024,Vehicles,45000
Netherlands,EV stock,Cars,BEV,2018,Vehicles,45000
Korea,EV stock,Vans,BEV,2021,Vehicles,45000
Spain,EV stock,Cars,BEV,2020,Vehicles,45000
France,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,44000
Israel,EV stock,Cars,BEV,2022,Vehicles,44000
Israel,EV stock,Cars,PHEV,2022,Vehicles,44000
Italy,EV stock,Cars,PHEV,2020,Vehicles,44000
Japan,EV stock,Cars,BEV,2013,Vehicles,44000
Korea,EV stock,Cars,PHEV,2021,Vehicles,44000
Spain,EV stock,Cars,PHEV,2020,Vehicles,43000
Austria,EV stock,Cars,PHEV,2022,Vehicles,42000
Canada,EV stock,Cars,PHEV,2018,Vehicles,42000
Netherlands,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,42000
Thailand,EV stock,Cars,PHEV,2022,Vehicles,42000
United Kingdom,EV stock,Cars,BEV,2017,Vehicles,42000
Belgium,EV stock,Cars,PHEV,2019,Vehicles,41000
France,EV stock,Vans,BEV,2018,Vehicles,41000
Germany,EV stock,Vans,BEV,2021,Vehicles,41000
Japan,EV stock,Cars,PHEV,2014,Vehicles,41000
Portugal,EV stock,Cars,PHEV,2021,Vehicles,41000
USA,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,41000
Belgium,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,40000
India,EV stock,2 and 3 wheelers,BEV,2010,Vehicles,40000
Turkiye,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,40000
Viet Nam,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,40000
Japan,EV stock,Vans,BEV,2022,Vehicles,39000
Thailand,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,39000
United Kingdom,EV stock,Vans,BEV,2022,Vehicles,39000
Viet Nam,EV stock,Cars,BEV,2023,Vehicles,39000
China,EV stock,Buses,PHEV,2023,Vehicles,37000
China,EV stock,Buses,PHEV,2024,Vehicles,37000
Malaysia,EV stock,Cars,BEV,2024,Vehicles,37000
Netherlands,EV stock,Cars,PHEV,2014,Vehicles,37000
Portugal,EV stock,Cars,BEV,2021,Vehicles,37000
Spain,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,37000
China,EV stock,Buses,PHEV,2022,Vehicles,36000
Netherlands,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,36000
Netherlands,EV stock,Vans,BEV,2024,Vehicles,36000
Korea,EV stock,Cars,FCEV,2024,Vehicles,36000
China,EV stock,Buses,PHEV,2021,Vehicles,35000
Italy,EV stock,2 and 3 wheelers,BEV,2022,Vehicles,35000
New Zealand,EV stock,Cars,PHEV,2024,Vehicles,35000
Australia,EV stock,Cars,BEV,2021,Vehicles,34000
China,EV stock,Buses,PHEV,2020,Vehicles,34000
Germany,EV stock,Cars,BEV,2016,Vehicles,34000
Norway,EV stock,Vans,BEV,2024,Vehicles,34000
Korea,EV stock,Cars,FCEV,2023,Vehicles,34000
Switzerland,EV stock,Cars,BEV,2019,Vehicles,34000
Belgium,EV stock,Cars,PHEV,2018,Vehicles,33000
Brazil,EV stock,Cars,BEV,2023,Vehicles,33000
France,EV stock,Vans,BEV,2017,Vehicles,33000
Italy,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,33000
Norway,EV stock,Cars,BEV,2014,Vehicles,33000
Belgium,EV stock,Cars,BEV,2020,Vehicles,32000
